movie_title,actor_1_facebook_likes,gross,language,director_name,title_year,genres,movie_facebook_likes,season,movie_imdb_link,movie_lens_rating,imdb_score,plot_keywords,aspect_ratio,num_critic_for_reviews,country,duration,facenumber_in_poster,director_facebook_likes,week_day,actor_3_name,num_user_for_reviews,color,date,cast_total_facebook_likes,actor_2_name,actor_3_facebook_likes,num_voted_users,actor_1_name,actor_2_facebook_likes,budget
Celebrity,537,5032496,English,Woody Allen,1998,Comedy|Drama,652,fall,http://www.imdb.com/title/tt0120533/?ref_=fn_tt_tt_1,4,6.3,celebrity|journalist|lesbian kiss|strong female character|tv producer,1.66,114,USA,113,0,11000,4,Greg Mottola,161, Black and White,11/20/1998 0:00,943,Aleksa Palladino,99,20576,Melanie Griffith,255,12000000
Celeste & Jesse Forever,904,3094687,English,Lee Toland Krieger,2012,Comedy|Drama|Romance,0,summer,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,3,6.7,best friends|friendship|masturbation|reference to matthias steiner|single,2.35,193,USA,92,2,43,4,Rob Huebel,61,Color,8/24/2012 0:00,1751,Janel Parrish,172,24391,Ari Graynor,517,
Cellular,550,32003620,English,David R. Ellis,2004,Action|Crime|Thriller,2000,summer,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,2.5,6.5,cell phone|distress signal|family in danger|police|stealing a car,2.35,127,USA,94,1,160,4,Will Beinbrink,355,Color,9/10/2004 0:00,1102,Valerie Cruz,167,79141,Richard Burgi,216,25000000
Censored Voices,3,34151,Hebrew,Mor Loushy,2015,Documentary|History,111,Fail,http://www.imdb.com/title/tt3457376/?ref_=fn_tt_tt_1,4,7.2,,1.78,23,Israel,84,0,0,No_Date,,3,Color,No date,3,,,186,Amos Oz,,450000
Center Stage,757,17174870,English,Nicholas Hytner,2000,Drama|Music|Romance,0,spring,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,3,6.7,ballet|dance|dancer|dancing|love,2.35,68,USA,115,2,13,4,Ethan Stiefel,210,Color,5/12/2000 0:00,1201,Susan May Pratt,111,15817,Amanda Schull,220,18000000
Central Intelligence,12000,126088877,English,Rawson Marshall Thurber,2016,Action|Comedy|Crime,10000,spring,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,3.5,6.6,accountant|blooper|espionage|facebook|high school reunion,2.35,177,USA,107,2,43,4,Megan Park,110,Color,6/17/2016 0:00,14569,Thomas Kretschmann,569,33354,Dwayne Johnson,919,50000000
Central Station,119,5595428,Portuguese,Walter Salles,1998,Drama,0,fall,http://www.imdb.com/title/tt0140888/?ref_=fn_tt_tt_1,4,8,brazil|letter|rio de janeiro brazil|sertao|teacher,2.35,71,Brazil,113,0,179,4,Othon Bastos,257,Color,11/20/1998 0:00,167,Matheus Nachtergaele,11,28951,Fernanda Montenegro,14,2900000
Centurion,13000,122288,English,Neil Marshall,2010,Action|Adventure|Drama|History|Thriller|War,0,summer,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,3,6.4,mushroom|mute|roman soldier|screaming|wood carving,2.35,195,UK,97,0,197,4,Dave Legeno,201,Color,7/30/2010 0:00,15293,JJ Feild,570,64777,Michael Fassbender,794,
Certifiably Jonathan,49000,7826,English,James David Pasternak,2007,Comedy|Documentary,87,Fail,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,0.5,6.2,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,,17,USA,85,10,0,No_Date,Jonathan Winters,2,Color,No date,54484,Sarah Silverman,924,132,Robin Williams,931,1200000
Ch\xc3\xa9ri,201,2708188,English,Stephen Frears,2009,Comedy|Drama|Romance,0,summer,http://www.imdb.com/title/tt1179258/?ref_=fn_tt_tt_1,4.5,6.2,age difference|courtesan|mansion|marriage|prostitute,2.35,155,UK,100,1,350,4,Gaye Brown,43,Color,7/17/2009 0:00,365,Iben Hjejle,30,8924,Tom Burke,123,23000000
Chain Letter,487,143000,English,Deon Taylor,2009,Horror|Thriller,0,fall,http://www.imdb.com/title/tt1148200/?ref_=fn_tt_tt_1,3.5,4.1,blood splatter|chain|murder|mysterious killer|warning,2.35,63,USA,88,0,26,3,Noah Segan,48,Color,11/11/2010 0:00,1495,Betsy Russell,236,4122,Matt Cohen,298,5000000
Chain of Command,2000,,English,Kevin Carraway,2015,Action|Thriller,358,summer,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1,3,3.5,army|michael jai white|ohio|steve austin,1.33,11,USA,88,3,2,1,Jon Osbeck,14,Color,9/8/2015 0:00,2886,Max Ryan,6,801,Michael Jai White,872,5000000
Chain Reaction,18000,20550712,English,Andrew Davis,1996,Action|Drama|Sci-Fi|Thriller,1000,summer,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,,5.6,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,1.85,47,USA,107,1,99,4,Kevin Dunn,95,Color,8/2/1996 0:00,31014,Morgan Freeman,581,40346,Keanu Reeves,11000,50000000
Chairman of the Board,1000,306715,English,Alex Zamm,1998,Comedy,724,summer,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,3.5,2.3,box office flop|company|invention|roommate|surfer,1.85,12,USA,95,1,43,4,Larry Miller,62,Color,9/18/1998 0:00,5213,Raquel Welch,611,5143,Taylor Negron,788,10000000
Changeling,11000,35707327,English,Clint Eastwood,2008,Crime|Drama|Mystery|Thriller,14000,fall,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,,7.8,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,2.35,264,USA,141,0,16000,4,Colm Feore,387,Color,10/31/2008 0:00,12840,Michael Kelly,539,199056,Angelina Jolie Pitt,963,55000000
Changing Lanes,521,66790248,English,Roger Michell,2002,Drama|Thriller,0,spring,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,,6.5,car accident|feud|lawyer|revenge|road rage,2.35,167,USA,91,0,50,4,Bruce Altman,350,Color,4/12/2002 0:00,758,Matt Malloy,67,57281,Sydney Pollack,108,45000000
Chappie,20000,31569268,English,Neill Blomkamp,2015,Action|Crime|Drama|Sci-Fi|Thriller,67000,winter,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1,5,6.9,artificial intelligence|consciousness|future|mind uploading|robot,2.35,371,USA,120,0,662,4,Jose Pablo Cantillo,627,Color,3/6/2015 0:00,23051,Sharlto Copley,502,172965,Hugh Jackman,2000,49000000
Character,25,713413,Dutch,Mike van Diem,1997,Crime|Drama|Mystery,689,spring,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1,3,7.8,bailiff|lawyer|office|police|school,1.85,54,Netherlands,122,1,4,4,Hans Kesting,68,Color,3/27/1998 0:00,48,Fedja van Hu\xc3\xaat,3,9171,Jan Decleir,20,4500000
Chariots of Fire,368,58800000,English,Hugh Hudson,1981,Biography|Drama|Sport,0,spring,http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1,3,7.2,athlete|jew|missionary|olympic games|race,1.85,90,UK,125,0,46,4,John Gielgud,213,Color,4/9/1982 0:00,1651,Ben Cross,249,40511,Alice Krige,303,5500000
Charlie and the Chocolate Factory,40000,206456431,English,Tim Burton,2005,Adventure|Comedy|Family|Fantasy,0,summer,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,2.5,6.7,chocolate|diminution|miniaturization|physical flexability|ticket,1.85,276,USA,115,3,13000,4,David Kelly,1361,Color,7/15/2005 0:00,57844,Christopher Lee,588,320284,Johnny Depp,16000,150000000
Charlie Bartlett,21000,3950294,English,Jon Poll,2007,Comedy|Drama|Romance,0,winter,http://www.imdb.com/title/tt0423977/?ref_=fn_tt_tt_1,3.5,7,drugs|high school|prescription drugs|private school|student,1.85,146,USA,97,5,20,4,Hope Davis,124,Color,2/22/2008 0:00,22577,Megan Park,442,56654,Robert Downey Jr.,569,12000000
Charlie St. Cloud,405,31136950,English,Burr Steers,2010,Drama|Fantasy|Romance,0,summer,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,3.5,6.5,brother brother relationship|death of brother|ghost|seeing dead people|talking with the dead,2.35,117,USA,99,1,23,4,Valerie Tian,75,Color,7/30/2010 0:00,1066,Charlie Tahan,135,47364,Augustus Prew,268,44000000
Charly,754,,English,Ralph Nelson,1968,Drama|Romance|Sci-Fi,785,fall,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,,7.1,disability|experiment|genius|intelligence|mouse,2.35,32,USA,103,0,17,0,Claire Bloom,55,Color,9/23/1968 0:00,1567,Dick Van Patten,113,4998,Cliff Robertson,605,
Chasing Amy,13000,12006514,English,Kevin Smith,1997,Comedy|Drama|Romance,0,spring,http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1,4,7.3,comic book|friendship|gay|lesbian|secret,1.85,147,USA,113,5,0,4,Joey Lauren Adams,500,Color,4/18/1997 0:00,15765,Ethan Suplee,781,114070,Matt Damon,1000,250000
Chasing Liberty,448,12189514,English,Andy Cadiff,2004,Comedy|Romance,0,winter,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,,6.1,first daughter|photographer|prague|president|secret service agent,2.35,65,USA,101,0,3,4,Terence Maynard,129,Color,1/9/2004 0:00,842,Stark Sands,120,30092,Annabella Sciorra,143,23000000
Chasing Liberty,448,12189514,English,Andy Cadiff,2004,Comedy|Romance,0,winter,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,5,6.1,first daughter|photographer|prague|president|secret service agent,2.35,65,USA,101,0,3,4,Terence Maynard,129,Color,1/9/2004 0:00,829,Stark Sands,120,30092,Annabella Sciorra,143,23000000
Chasing Mavericks,18000,6002756,English,Michael Apted,2012,Biography|Drama|Sport,13000,fall,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,2.5,7.2,box office flop|no opening credits|surfing|two word title|year 1987,1.85,116,USA,116,2,150,4,Leven Rambin,75,Color,10/26/2012 0:00,21200,Abigail Spencer,956,24997,Gerard Butler,1000,20000000
Chasing Papi,591,6126237,English,Linda Mendoza,2003,Comedy|Romance,419,spring,http://www.imdb.com/title/tt0323572/?ref_=fn_tt_tt_1,2.5,4.8,beauty pageant|bilingual|dating|latino|three women,1.85,32,USA,76,3,17,2,Maria Conchita Alonso,41,Color,4/16/2003 0:00,2851,Freddy Rodr\xc3\xadguez,571,3419,Carlos Ponce,579,
Cheap Thrills,3000,59379,English,E.L. Katz,2013,Comedy|Crime|Drama|Horror|Thriller,0,spring,http://www.imdb.com/title/tt2389182/?ref_=fn_tt_tt_1,3.5,6.8,cocaine|extramarital affair|sex|shooting|violence,2.35,193,USA,88,3,3,4,Elissa Dowling,52,Color,3/21/2014 0:00,4729,Ethan Embry,307,12796,Brighton Sharbino,982,200000
Cheaper by the Dozen 2,12000,82569532,English,Adam Shankman,2005,Adventure|Comedy|Family,781,winter,http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1,3.5,5.4,children|competition|rival|second part|vacation,2.35,77,USA,94,6,163,2,Alyson Stoner,128,Color,12/21/2005 0:00,20348,Tom Welling,2000,42737,Taylor Lautner,3000,60000000
Cheaper by the Dozen,3000,138614544,English,Shawn Levy,2003,Comedy|Family,0,winter,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,,5.8,9 year old|house|illinois|new job|vomiting,1.85,104,USA,94,15,189,3,Bonnie Hunt,288,Color,12/25/2003 0:00,7014,Alyson Stoner,597,75152,Tom Welling,2000,40000000
Checkmate,835,,English,Timothy Woodward Jr.,2015,Action|Crime|Thriller,402,Fail,http://www.imdb.com/title/tt3781616/?ref_=fn_tt_tt_1,4.5,3.1,,2.35,6,USA,97,3,764,No_Date,Michael Par\xc3\xa9,18,Color,No date,2882,Johnny Messner,492,735,Katrina Law,522,1500000
Chernobyl Diaries,1000,18112929,English,Bradley Parker,2012,Horror|Mystery|Sci-Fi|Thriller,24000,spring,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,3,5,abandoned building|chernobyl disaster|exploration|tour guide|van,1.85,270,USA,86,0,18,4,Jonathan Sadowski,271,Color,5/25/2012 0:00,2665,Ingrid Bols\xc3\xb8 Berdal,300,52642,Jesse McCartney,466,1000000
Chiamatemi Francesco - Il Papa della gente,61,,Spanish,Daniele Luchetti,2015,Biography,18,Fail,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,3,5.7,,,4,Italy,98,0,6,No_Date,Ferdinando Vetere,4,Color,No date,192,Rodrigo De la Serna,50,80,Maximilian Dirr,57,15000000
Chicago Overcoat,854,,English,Brian Caunter,2009,Action|Adventure|Crime|Drama,229,Fail,http://www.imdb.com/title/tt1085382/?ref_=fn_tt_tt_1,3.5,6.2,detective|killer|police|shootout|thong,1.78,11,USA,94,3,0,No weekday,Frank Vincent,14,Color,No date,1989,Stacy Keach,356,706,Mike Starr,602,3000000
Chicago,539,170684505,English,Rob Marshall,2002,Comedy|Crime|Musical,0,winter,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,,7.2,fame|jail|jazz age|murder|vaudeville,1.85,223,USA,113,0,252,4,Jayne Eastwood,1017, Black and White,1/24/2003 0:00,813,Chita Rivera,90,172080,Colm Feore,151,45000000
Chicken Little,925,135381507,English,Mark Dindal,2005,Adventure|Animation|Comedy|Family|Sci-Fi,912,fall,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,2,5.8,alien invasion|chicken|fish|friend|panic,1.85,161,USA,81,0,10,4,Amy Sedaris,251,Color,11/4/2005 0:00,2252,Fred Willard,397,63912,Catherine OHara,729,150000000
Chicken Run,579,106793915,English,Peter Lord,2000,Adventure|Animation|Comedy|Drama|Family,0,summer,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,,7,chicken|escape|farm|freedom|rooster,1.85,187,UK,84,0,91,4,Julia Sawalha,358,Color,6/23/2000 0:00,1817,Miranda Richardson,206,140499,Imelda Staunton,530,45000000
Chicken Tikka Masala,114,,English,Harmage Singh Kalirai,2005,Comedy|Drama|Romance,172,Fail,http://www.imdb.com/title/tt0449000/?ref_=fn_tt_tt_1,2.5,5.8,acceptance|coming out to family|gay|large family|wedding,1.85,10,UK,90,3,11,No_Date,Shobu Kapoor,14,Color,No date,244,Zohra Segal,18,480,Saeed Jaffrey,79,1200000
Child 44,27000,1206135,English,Daniel Espinosa,2015,Crime|Drama|Thriller,18000,spring,http://www.imdb.com/title/tt1014763/?ref_=fn_tt_tt_1,,6.4,child murderer|murder|sex|soviet union|woman slaps a man,2.35,172,Czech Republic,137,3,79,4,Michael Nardone,185,Color,4/17/2015 0:00,27666,Fares Fares,194,40568,Tom Hardy,254,50000000
Childless,1000,,English,Charlie Levi,2008,Drama,3,spring,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,,6.1,,,,USA,90,5,0,4,Diane Venora,,Color,4/3/2015 0:00,1996,Barbara Hershey,171,33,Joe Mantegna,618,1000000
Children of Heaven,36,925402,Persian,Majid Majidi,1997,Drama|Family,0,winter,http://www.imdb.com/title/tt0118849/?ref_=fn_tt_tt_1,2,8.5,class|gardening|race|school|shoe,1.85,46,Iran,89,0,373,4,Mohammad Amir Naji,130,Color,1/22/1999 0:00,100,Amir Farrokh Hashemian,27,27882,Bahare Seddiqi,35,180000
Children of Men,16000,35286428,English,Alfonso Cuar\xc3\xb3n,2006,Drama|Sci-Fi|Thriller,17000,winter,http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1,1,7.9,chaos|england|long take|survival|violence,1.85,372,USA,109,0,0,4,Rita Davies,1206,Color,1/5/2007 0:00,16479,Danny Huston,18,361767,Charlie Hunnam,430,76000000
Chill Factor,372,11227940,English,Hugh Johnson,1999,Action|Adventure|Comedy|Drama|Thriller,120,summer,http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1,,5.2,colonel|ice|ice cream truck|military|u.s. army,2.35,68,USA,102,0,3,2,Hudson Leick,94,Color,9/1/1999 0:00,1274,Kevin J. OConnor,239,8367,David Paymer,248,34000000
Chloe,14000,3074838,English,Atom Egoyan,2009,Drama|Mystery|Romance|Thriller,0,spring,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,,6.3,bare chested boy|doctor|escort|infidelity|prostitute,1.85,226,USA,96,2,460,4,Natalie Lisinska,166,Color,3/26/2010 0:00,14372,Meghan Heffern,73,56264,Liam Neeson,153,11000000
Chocolat,541,71309760,English,Lasse Hallstr\xc3\xb6m,2000,Drama|Romance,18000,winter,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1,4,7.3,chocolate|chocolate shop|food|france|village,1.85,152,UK,121,1,529,4,Hugh OConor,498,Color,1/19/2001 0:00,1323,Leslie Caron,163,150308,Lena Olin,399,25000000
Chocolate: Deep Dark Secrets,724,49000,Hindi,Vivek Agnihotri,2005,Thriller,31,Fail,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,5,4.8,chocolate|christmas|christmas eve|death|suspect,,4,India,160,5,5,No_Date,Sunil Shetty,30,Color,No date,2024,Anil Kapoor,219,1524,Emraan Hashmi,668,1500000
Choke,1000,2926565,English,Clark Gregg,2008,Comedy|Drama,0,fall,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1,3.5,6.5,choking|friend|hospital|restaurant|scam,1.66,159,USA,92,0,0,4,Jonah Bobo,72,Color,9/26/2008 0:00,3608,Matt Gerald,539,28573,Anjelica Huston,585,3000000
Christmas Eve,989,,English,Mitch Davis,2015,Comedy,0,fall,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,,5.1,,,6,USA,95,7,7,4,Cheryl Hines,15,Color,12/4/2015 0:00,3514,Jon Heder,541,1091,Gary Cole,970,
Christmas Mail,794,,English,John Murlowski,2010,Comedy|Drama|Family|Romance,190,fall,http://www.imdb.com/title/tt1663628/?ref_=fn_tt_tt_1,,5.8,boss|holiday|letter|north pole|santa,,2,USA,89,2,20,6,Lochlyn Munro,7,Color,12/12/2010 0:00,2579,Piper Mackenzie Harris,555,858,Ashley Scott,607,2500000
Christmas with the Kranks,2000,73701902,English,Joe Roth,2004,Comedy|Family,0,fall,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1,,5.2,act of kindness|christmas|christmas eve|neighbor|vacation,2.35,105,USA,99,1,148,2,Jake Busey,209,Color,11/24/2004 0:00,6729,Cheech Marin,660,27548,Jamie Lee Curtis,843,60000000
Chronicle,963,64572496,English,Josh Trank,2012,Drama|Sci-Fi|Thriller,32000,winter,http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1,2.5,7.1,found footage|high school|subjective camera|teen angst|troubled teen,1.85,414,USA,89,0,128,4,Ashley Hinshaw,471,Color,2/3/2012 0:00,2054,Alex Russell,371,204327,Michael Kelly,465,12000000
Chuck & Buck,625,1050600,English,Miguel Arteta,2000,Comedy|Drama,170,summer,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1,4,6.6,best friend|bisexuality|friend|gay kiss|sexuality,1.85,59,USA,96,0,44,4,Chris Weitz,136,Color,8/4/2000 0:00,1378,Mike White,129,4662,Lupe Ontiveros,487,250000
"Cinco de Mayo, La Batalla",78,169379,Spanish,Rafa Lara,2013,Drama|History|War,874,spring,http://www.imdb.com/title/tt2553908/?ref_=fn_tt_tt_1,2,6.2,,,12,Mexico,125,1,21,4,William Miller,3,Color,5/3/2013 0:00,221,Andr\xc3\xa9s Montiel,36,683,Jorge Luis Moreno,61,10000000
Cinderella Man,680,61644321,English,Ron Howard,2005,Biography|Drama|Sport,0,spring,http://www.imdb.com/title/tt0352248/?ref_=fn_tt_tt_1,,8,boxer|boxing|dream|great depression|love,2.35,201,USA,144,0,2000,4,Rosemarie DeWitt,529,Color,6/3/2005 0:00,2523,Bruce McGill,537,148238,Paddy Considine,655,88000000
Cinderella,2000,201148159,English,Kenneth Branagh,2015,Drama|Family|Fantasy|Romance,56000,winter,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1,2,7,dress|duke|fairy godmother|fairy tale|pumpkin,2.35,343,USA,105,1,0,4,Lily James,322,Color,3/13/2015 0:00,4671,Derek Jacobi,502,103737,Hayley Atwell,520,95000000
Cinderella,2000,201148159,English,Kenneth Branagh,2015,Drama|Family|Fantasy|Romance,56000,winter,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1,,7,dress|duke|fairy godmother|fairy tale|pumpkin,2.35,343,USA,105,1,0,4,Lily James,323,Color,3/13/2015 0:00,4671,Derek Jacobi,502,103749,Hayley Atwell,520,95000000
Circle,160,,English,Aaron Hann,2015,Drama|Horror|Mystery|Sci-Fi|Thriller,0,fall,http://www.imdb.com/title/tt3118452/?ref_=fn_tt_tt_1,2.5,6,alien abduction|debate|lesbian|pregnant|spaceship,,29,USA,87,0,0,4,Kaiwi Lyman-Mersereau,59,Color,10/16/2015 0:00,776,Michael McLafferty,94,13279,Jordi Vilasuso,152,
Circumstance,144,439958,Persian,Maryam Keshavarz,2011,Drama,0,winter,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,4,5.9,closeted lesbian|iranian|islamophobia|propaganda|teenager,2.35,76,France,107,1,32,2,Sina Amedson,43,Color,2/8/2012 0:00,509,Reza Sixo Safai,127,6277,Sarah Kazemy,127,
Cirque du Soleil: Worlds Away,473,12495865,English,Andrew Adamson,2012,Fantasy,0,winter,http://www.imdb.com/title/tt1792647/?ref_=fn_tt_tt_1,1,6.8,aerialist|circus|cirque du soleil|clown|surrealism,,73,USA,91,0,80,4,Igor Zaripov,35,Color,12/21/2012 0:00,539,Erica Linz,31,7100,Dallas Barnett,31,
City by the Sea,22000,22433915,English,Michael Caton-Jones,2002,Crime|Drama|Mystery|Thriller,416,summer,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,1.5,6.2,beach|grandson|murder|new york city|police,2.35,104,USA,108,1,105,4,John Doman,166,Color,9/6/2002 0:00,34377,James Franco,616,21319,Robert De Niro,11000,60000000
City Hall,14000,20300000,English,Harold Becker,1996,Drama|Thriller,309,winter,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,,6.2,drug dealer|mayor|new york city|probation|scandal,1.85,50,USA,111,2,17,4,Bridget Fonda,60,Color,2/16/1996 0:00,17877,Martin Landau,889,16741,Al Pacino,940,40000000
City Island,3000,6670712,English,Raymond De Felitta,2009,Comedy|Drama,0,spring,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,,7.4,anger|family reunion|father son reunion|hugging|movie making,1.85,149,USA,104,6,20,4,Dominik Garc\xc3\xada-Lorido,101,Color,4/30/2010 0:00,3825,Curtiss Cook,130,27301,Ezra Miller,591,6000000
City of Angels,12000,78745923,English,Brad Silberling,1998,Drama|Fantasy|Romance,0,spring,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,3,6.7,angel|doctor|fall|heart surgeon|hospital,2.35,110,Germany,114,1,52,4,Colm Feore,322,Color,4/10/1998 0:00,13905,Andre Braugher,539,94407,Nicolas Cage,702,55000000
City of Ember,13000,7871693,English,Gil Kenan,2008,Adventure|Family|Fantasy|Sci-Fi,0,fall,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,4,6.5,box|food|mayor|pipeworks|scientist,2.35,118,USA,90,0,27,4,Harry Treadaway,102,Color,10/10/2008 0:00,15494,Toby Jones,260,52908,Bill Murray,2000,55000000
City of Ghosts,109,325491,English,Matt Dillon,2002,Crime|Drama|Thriller,204,spring,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,,6,bag over head|buddhist temple|loss of friend|male bonding|nightclub,1.85,38,USA,116,0,0,3,Rob Campbell,67,Color,3/27/2003 0:00,245,Shawn Andrews,50,4387,Kirk Fox,67,17500000
City of God,1000,7563397,Portuguese,Fernando Meirelles,2002,Crime|Drama,28000,winter,http://www.imdb.com/title/tt0317248/?ref_=fn_tt_tt_1,4,8.7,coming of age|male frontal nudity|male nudity|photographer|slum,1.85,214,Brazil,135,0,353,4,Alexandre Rodrigues,749,Color,2/13/2004 0:00,1211,Seu Jorge,40,533200,Alice Braga,69,3300000
City of Life and Death,52,119922,Mandarin,Chuan Lu,2009,Drama|History|War,0,spring,http://www.imdb.com/title/tt1124052/?ref_=fn_tt_tt_1,,7.7,atrocity|battle|chinese|horseback riding|martial arts,2.35,149,China,132,0,14,2,Ryu Kohata,62, Black and White,4/22/2009 0:00,91,Yuanyuan Gao,3,8429,Ye Liu,32,12000000
